state,latitude,longitude,county
NY,40.81,-73.04,Suffolk
NY,40.81,-73.04,Suffolk
PR,18.16,-66.72,Adjuntas
PR,18.43,-67.15,Aguadilla
PR,18.18,-66.98,Maricao
PR,18.45,-66.73,Arecibo
PR,18.4,-66.66,Arecibo
PR,18.45,-66.53,Barceloneta
PR,18.45,-66.6,Arecibo
PR,18,-66.01,Patillas
PR,18.37,-65.9,CanÃƒÂ³vanas
PR,17.97,-66.4,Santa Isabel
PR,18.16,-66.23,Aibonito
PR,18.4,-66.06,San Juan
PR,18.4,-66.06,San Juan
PR,18.4,-66.06,San Juan
PR,18.4,-66.06,San Juan
PR,18.4,-66.06,San Juan
PR,18.4,-66.06,San Juan
PR,18.42,-66.19,Toa Baja
PR,18.39,-66.25,Toa Alta
PR,18.39,-66.25,Toa Alta
PR,18.4,-66.06,San Juan
PR,18.28,-66.13,BayamÃƒÂ³n
PR,18.28,-66.13,BayamÃƒÂ³n
PR,18.28,-66.13,BayamÃƒÂ³n
PR,18.28,-66.13,BayamÃƒÂ³n
PR,18.41,-66.15,BayamÃƒÂ³n
PR,18.43,-66.11,CataÃƒÂ±o
PR,18.43,-66.11,CataÃƒÂ±o
PR,18.38,-66.11,Guaynabo
PR,18.38,-66.11,Guaynabo
PR,18.38,-66.11,Guaynabo
PR,18.38,-66.11,Guaynabo
PR,18.38,-66.11,Guaynabo
PR,18.4,-66.06,San Juan
PR,18.36,-66.01,Trujillo Alto
PR,18.37,-66.01,San Juan
PR,18.4,-65.98,Carolina
PR,18.4,-65.98,Carolina
PR,18.4,-65.98,Carolina
PR,18.4,-65.98,Carolina
PR,18.4,-65.98,Carolina
PR,18.4,-65.98,Carolina
PR,18.4,-65.98,Carolina
PR,18.4,-65.98,Carolina
PR,18.4,-65.98,Carolina
MA,42.06,-72.61,Hampden
MA,42.37,-72.52,Hampshire
MA,42.37,-72.52,Hampshire
MA,42.37,-72.52,Hampshire
MA,42.42,-72.1,Worcester
MA,42.27,-72.4,Hampshire
MA,42.18,-72.93,Hampden
MA,42.2,-72.34,Hampden
MA,42.11,-72.2,Hampden
MA,42.28,-72.98,Hampden
MA,42.4,-72.85,Hampshire
MA,42.17,-72.57,Hampden
MA,42.17,-72.57,Hampden
MA,42.17,-72.57,Hampden
MA,42.17,-72.57,Hampden
MA,42.17,-72.57,Hampden
MA,42.46,-72.9,Hampshire
MA,42.26,-72.68,Hampshire
MA,42.06,-72.51,Hampden
MA,42.17,-73.03,Berkshire
MA,42.06,-72.67,Hampden
MA,42.35,-72.21,Worcester
MA,42.43,-72.8,Hampshire
MA,42.26,-72.52,Hampshire
MA,42.06,-72.86,Hampden
MA,42.35,-72.58,Hampshire
MA,42.06,-72.41,Hampden
MA,42.35,-72.2,Worcester
MA,42.37,-72.6,Hampshire
MA,42.39,-72.7,Hampshire
MA,42.21,-72.64,Hampden
MA,42.21,-72.64,Hampden
MA,42.23,-72.88,Hampshire
MA,42.35,-72.71,Hampshire
MA,42.45,-72.5,Franklin
MA,42.16,-72.48,Hampden
MA,42.09,-72.31,Hampden
MA,42.4,-72.52,Hampshire
MA,42.32,-72.67,Hampshire
MA,42.32,-72.67,Hampshire
MA,42.32,-72.67,Hampshire
MA,42.32,-72.67,Hampshire
MA,42.4,-72.6,Franklin
MA,42.35,-72.05,Worcester
MA,42.16,-72.32,Hampden
MA,42.51,-72.91,Hampshire
MA,42.18,-72.85,Hampden
MA,42.45,-72.4,Franklin
MA,42.23,-72.73,Hampshire
MA,42.38,-72.09,Worcester
MA,42.26,-72.56,Hampshire
MA,42.05,-72.76,Hampden
MA,42.18,-72.33,Hampden
MA,42.18,-72.37,Hampden
MA,42.06,-72.21,Hampden
MA,42.25,-72.24,Hampshire
MA,42.21,-72.19,Worcester
MA,42.41,-72.87,Hampshire
MA,42.13,-72.75,Hampden
MA,42.13,-72.75,Hampden
MA,42.39,-72.64,Hampshire
MA,42.12,-72.65,Hampden
MA,42.12,-72.65,Hampden
MA,42.2,-72.2,Worcester
MA,42.45,-72.61,Franklin
MA,42.35,-72.14,Worcester
MA,42.13,-72.43,Hampden
MA,42.4,-72.71,Hampshire
MA,42.19,-72.82,Hampden
MA,42.41,-72.93,Hampshire
MA,42.11,-72.53,Hampden
MA,42.11,-72.53,Hampden
MA,42.11,-72.53,Hampden
MA,42.11,-72.53,Hampden
MA,42.11,-72.53,Hampden
MA,42.04,-72.57,Hampden
MA,42.11,-72.53,Hampden
MA,42.11,-72.53,Hampden
MA,42.11,-72.53,Hampden
MA,42.11,-72.53,Hampden
MA,42.11,-72.53,Hampden
MA,42.04,-72.57,Hampden
MA,42.11,-72.53,Hampden
MA,42.11,-72.53,Hampden
MA,42.11,-72.53,Hampden
MA,42.11,-72.53,Hampden
MA,42.1,-72.59,Hampden
MA,42.11,-72.53,Hampden
MA,42.11,-72.53,Hampden
MA,42.11,-72.53,Hampden
MA,42.15,-72.51,Hampden
MA,42.11,-72.53,Hampden
MA,42.1,-72.58,Hampden
MA,42.11,-72.53,Hampden
MA,42.45,-73.26,Berkshire
MA,42.45,-73.26,Berkshire
MA,42.45,-73.26,Berkshire
MA,42.62,-73.11,Berkshire
MA,42.05,-73.33,Berkshire
MA,42.33,-73.07,Berkshire
MA,42.51,-73.19,Berkshire
MA,42.55,-73.15,Berkshire
MA,42.47,-73.16,Berkshire
MA,42.47,-73.16,Berkshire
MA,42.3,-73.32,Berkshire
MA,42.19,-73.35,Berkshire
MA,42.42,-73.07,Berkshire
MA,42.25,-73.36,Berkshire
MA,42.51,-73.22,Berkshire
MA,42.3,-73.25,Berkshire
MA,42.35,-73.28,Berkshire
MA,42.36,-73.27,Berkshire
MA,42.35,-73.01,Hampshire
MA,42.12,-73.27,Berkshire
MA,42.18,-73.21,Berkshire
MA,42.68,-73.11,Berkshire
MA,42.17,-73.44,Berkshire
MA,42.19,-73.07,Berkshire
MA,42.37,-73.36,Berkshire
MA,42.11,-73.13,Berkshire
MA,42.56,-73.02,Berkshire
MA,42.1,-73.34,Berkshire
MA,42.16,-73.41,Berkshire
MA,42.07,-73.23,Berkshire
MA,42.3,-73.23,Berkshire
MA,42.3,-73.32,Berkshire
MA,42.3,-73.32,Berkshire
MA,42.24,-73.19,Berkshire
MA,42.31,-73.39,Berkshire
MA,42.7,-73.2,Berkshire
MA,42.51,-73.04,Berkshire
MA,42.58,-72.59,Franklin
MA,42.58,-72.59,Franklin
MA,42.53,-72.78,Franklin
MA,42.59,-72.23,Worcester
MA,42.66,-72.55,Franklin
MA,42.6,-72.78,Franklin
MA,42.63,-72.88,Franklin
MA,42.66,-72.68,Franklin
MA,42.51,-72.68,Franklin
MA,42.55,-72.6,Franklin
MA,42.68,-72.98,Berkshire
MA,42.6,-72.4,Franklin
MA,42.66,-72.83,Franklin
MA,42.53,-72.54,Franklin
MA,42.59,-72.55,Franklin
MA,42.72,-72.98,Franklin
MA,42.53,-72.53,Franklin
MA,42.7,-72.43,Franklin
MA,42.5,-72.33,Franklin
MA,42.7,-72.43,Franklin
MA,42.59,-72.3,Franklin
MA,42.48,-72.18,Worcester
MA,42.7,-72.9,Franklin
MA,42.68,-72.18,Worcester
MA,42.6,-72.74,Franklin
MA,42.47,-72.59,Franklin
MA,42.46,-72.58,Franklin
MA,42.59,-72.55,Franklin
MA,42.68,-72.33,Franklin
MA,42.55,-72.4,Franklin
MA,42.58,-72.37,Franklin
MA,42.58,-71.81,Worcester
MA,42.63,-71.9,Worcester
MA,42.68,-71.81,Middlesex
MA,42.56,-71.58,Middlesex
MA,42.53,-71.61,Worcester
MA,42.6,-72.07,Worcester
MA,42.53,-72.05,Worcester
MA,42.58,-71.98,Worcester
MA,42.58,-71.98,Worcester
MA,42.6,-71.57,Middlesex
MA,42.5,-71.58,Worcester
MA,42.48,-72.01,Worcester
MA,42.51,-71.77,Worcester
MA,42.53,-71.47,Middlesex
MA,42.59,-71.72,Worcester
MA,42.66,-71.58,Middlesex
MA,42.54,-71.65,Middlesex
MA,42.49,-71.61,Worcester
MA,42.55,-72.06,Worcester
MA,42.66,-71.7,Middlesex
MA,42.6,-71.57,Middlesex
MA,42.6,-71.57,Middlesex
MA,42.61,-71.62,Middlesex
MA,42.55,-71.9,Worcester
MA,42.66,-71.74,Middlesex
MA,42.68,-72.04,Worcester
MA,42.69,-72.01,Worcester
MA,42.2,-71.83,Worcester
MA,42.38,-71.63,Worcester
MA,42.01,-71.5,Worcester
MA,42.35,-71.73,Worcester
MA,42.21,-72.1,Worcester
MA,42.13,-71.96,Worcester
MA,42.13,-71.96,Worcester
MA,42.13,-71.96,Worcester
MA,42.41,-71.68,Worcester
MA,42.22,-72.04,Worcester
MA,42.05,-71.73,Worcester
MA,42.46,-71.89,Worcester
MA,42.12,-72.11,Worcester
MA,42.2,-71.68,Worcester
MA,42.35,-71.85,Worcester
MA,42.05,-72.15,Hampden
MA,42.38,-71.87,Worcester
MA,42.45,-71.66,Worcester
MA,42.25,-71.9,Worcester
MA,42.05,-71.64,Worcester
MA,42.12,-71.76,Worcester
MA,42.19,-71.76,Worcester
MA,42.03,-71.58,Worcester
MA,42.31,-72.13,Worcester
MA,42.31,-71.64,Worcester
MA,42.15,-71.65,Worcester
MA,42.27,-72.08,Worcester
MA,42.23,-71.69,Worcester
MA,42.16,-71.88,Worcester
MA,42.05,-71.64,Worcester
MA,42.11,-71.87,Worcester
MA,42.45,-71.86,Worcester
MA,42.2,-71.9,Worcester
MA,42.36,-71.95,Worcester
MA,42.3,-71.71,Worcester
MA,42.3,-71.71,Worcester
MA,42.08,-72.03,Worcester
MA,42.17,-71.68,Worcester
MA,42.43,-71.69,Worcester
MA,42.24,-71.99,Worcester
MA,42.43,-71.75,Worcester
MA,42.09,-72.06,Worcester
MA,42.17,-71.61,Worcester
MA,42.08,-71.6,Worcester
MA,42.04,-71.87,Worcester
MA,42.05,-71.93,Worcester
MA,42.26,-71.61,Worcester
MA,42.26,-71.61,Worcester
MA,42.26,-71.61,Worcester
MA,42.36,-71.78,Worcester
MA,42.23,-72.14,Worcester
MA,42.19,-71.76,Worcester
MA,42.11,-71.67,Worcester
MA,42.15,-71.76,Worcester
MA,42.26,-71.8,Worcester
MA,42.26,-71.8,Worcester
MA,42.26,-71.8,Worcester
MA,42.26,-71.8,Worcester
MA,42.26,-71.8,Worcester
MA,42.26,-71.8,Worcester
MA,42.26,-71.8,Worcester
MA,42.26,-71.8,Worcester
MA,42.26,-71.8,Worcester
MA,42.26,-71.8,Worcester
MA,42.23,-71.87,Worcester
MA,42.31,-71.93,Worcester
MA,42.26,-71.8,Worcester
MA,42.26,-71.8,Worcester
MA,42.26,-71.8,Worcester
MA,42.26,-71.8,Worcester
MA,42.26,-71.8,Worcester
MA,42.26,-71.8,Worcester
MA,42.3,-71.43,Middlesex
MA,42.3,-71.43,Middlesex
MA,42.3,-71.43,Middlesex
MA,42.3,-71.43,Middlesex
MA,42.3,-71.43,Middlesex
MA,42.51,-71.41,Middlesex
MA,42.5,-71.5,Middlesex
MA,42.48,-71.46,Middlesex
MA,42.25,-71.46,Middlesex
MA,42.48,-71.26,Middlesex
MA,42.46,-71.28,Middlesex
MA,42.43,-71.6,Worcester
MA,42.53,-71.35,Middlesex
MA,42.45,-71.35,Middlesex
MA,42.29,-71.5,Worcester
MA,42.2,-71.43,Middlesex
MA,42.12,-71.54,Worcester
MA,42.22,-71.52,Middlesex
MA,42.39,-71.56,Middlesex
MA,42.34,-71.54,Middlesex
MA,42.42,-71.45,Middlesex
MA,42.1,-71.55,Worcester
MA,42.14,-71.51,Worcester
MA,42.28,-71.35,Middlesex
MA,42.23,-71.36,Middlesex
MA,42.3,-71.51,Worcester
MA,42.41,-71.3,Middlesex
MA,42.43,-71.5,Middlesex
MA,42.36,-71.4,Middlesex
MA,42.36,-71.36,Middlesex
MA,42.23,-71.55,Middlesex
MA,42.48,-71.15,Middlesex
MA,42.5,-71.2,Middlesex
MA,42.5,-71.2,Middlesex
MA,42.47,-71.15,Middlesex
MA,42.48,-71.15,Middlesex
MA,42.5,-71.12,Middlesex
MA,42.65,-71.14,Essex
MA,42.65,-71.14,Essex
MA,42.48,-71.15,Middlesex
MA,42.48,-71.15,Middlesex
MA,42.55,-71.26,Middlesex
MA,42.55,-71.26,Middlesex
MA,42.59,-71.36,Middlesex
MA,42.66,-71.3,Middlesex
MA,42.66,-71.48,Middlesex
MA,42.78,-71.08,Essex
MA,42.78,-71.08,Essex
MA,42.78,-71.08,Essex
MA,42.73,-70.98,Essex
MA,42.75,-71.03,Essex
MA,42.78,-71.08,Essex
MA,42.7,-71.16,Essex
MA,42.7,-71.16,Essex
MA,42.7,-71.16,Essex
MA,42.7,-71.16,Essex
MA,42.71,-71.18,Essex
MA,42.7,-71.11,Essex
MA,42.63,-71.32,Middlesex
MA,42.63,-71.32,Middlesex
MA,42.63,-71.32,Middlesex
MA,42.63,-71.32,Middlesex
MA,42.63,-71.32,Middlesex
MA,42.83,-71,Essex
MA,42.57,-71.29,Middlesex
MA,42.63,-71.39,Middlesex
MA,42.56,-71.06,Middlesex
MA,42.54,-71.25,Middlesex
MA,42.53,-71.23,Middlesex
MA,42.53,-71.1,Middlesex
MA,42.61,-71.23,Middlesex
MA,42.68,-71.41,Middlesex
MA,42.5,-71.06,Middlesex
MA,42.67,-71.03,Essex
MA,42.58,-71.43,Middlesex
MA,42.55,-71.16,Middlesex
MA,42.48,-71.15,Middlesex
MA,42.56,-71.06,Middlesex
MA,42.45,-71.14,Middlesex
MA,42.65,-71.14,Essex
MA,42.47,-70.96,Essex
MA,42.47,-70.96,Essex
MA,42.47,-70.96,Essex
MA,42.47,-70.96,Essex
MA,42.47,-70.96,Essex
MA,42.46,-71.01,Essex
MA,42.46,-70.89,Essex
MA,42.42,-70.92,Essex
MA,42.47,-70.96,Essex
MA,42.85,-70.92,Essex
MA,42.55,-70.84,Essex
MA,42.67,-70.98,Essex
MA,42.75,-70.93,Essex
MA,42.57,-70.95,Essex
MA,42.63,-70.77,Essex
MA,42.62,-70.66,Essex
MA,42.62,-70.66,Essex
MA,42.61,-70.86,Essex
MA,42.57,-70.95,Essex
MA,42.67,-70.83,Essex
MA,42.53,-71.04,Essex
MA,42.56,-70.76,Essex
MA,42.5,-70.85,Essex
MA,42.6,-71.01,Essex
MA,42.81,-70.88,Essex
MA,42.8,-71,Essex
MA,42.83,-70.84,Essex
MA,42.53,-70.97,Essex
MA,42.53,-70.97,Essex
MA,42.56,-70.86,Essex
MA,42.64,-70.61,Essex
MA,42.71,-70.87,Essex
MA,42.51,-70.9,Essex
MA,42.51,-70.89,Essex
MA,42.62,-70.86,Essex
MA,42.63,-70.95,Essex
MA,42.6,-70.88,Essex
MA,42.8,-71,Essex
MA,42.17,-70.88,Plymouth
MA,42.09,-71.47,Norfolk
MA,42.08,-70.64,Plymouth
MA,42.15,-71.13,Norfolk
MA,42.23,-70.8,Norfolk
MA,42.24,-71.17,Norfolk
MA,42.24,-71.17,Norfolk
MA,42.24,-71.27,Norfolk
MA,42.02,-71.17,Bristol
MA,42.15,-71.21,Norfolk
MA,42.06,-71.24,Norfolk
MA,42.08,-71.38,Norfolk
MA,42.19,-70.76,Plymouth
MA,42.1,-70.71,Plymouth
MA,42.23,-70.88,Plymouth
MA,42.23,-70.88,Plymouth
MA,42.3,-70.9,Plymouth
MA,42.19,-70.76,Plymouth
MA,42.02,-71.21,Bristol
MA,42.09,-70.7,Plymouth
MA,42.15,-70.73,Plymouth
MA,42.18,-71.3,Norfolk
MA,42.13,-71.4,Norfolk
MA,42.16,-71.35,Norfolk
MA,42.19,-70.76,Plymouth
MA,42.11,-71.31,Norfolk
MA,42.1,-70.71,Plymouth
MA,42.21,-70.76,Plymouth
MA,42.16,-70.78,Plymouth
MA,42.18,-71.19,Norfolk
MA,42.1,-70.71,Plymouth
MA,42.18,-70.73,Plymouth
MA,42.11,-71.18,Norfolk
MA,42.05,-71.35,Norfolk
MA,42.09,-71.27,Norfolk
MA,42.11,-71.1,Norfolk
MA,42.13,-71.24,Norfolk
MA,42.21,-71.21,Norfolk
MA,42.06,-71.33,Norfolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.26,-71.1,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.38,-71.06,Suffolk
MA,42.3,-71.11,Suffolk
MA,42.28,-71.13,Suffolk
MA,42.28,-71.16,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.13,Suffolk
MA,42.35,-71.15,Suffolk
MA,42.26,-71.11,Suffolk
MA,42.25,-71.12,Suffolk
MA,42.37,-71.11,Middlesex
MA,42.37,-71.11,Middlesex
MA,42.37,-71.11,Middlesex
MA,42.37,-71.11,Middlesex
MA,42.37,-71.11,Middlesex
MA,42.39,-71.1,Middlesex
MA,42.39,-71.1,Middlesex
MA,42.39,-71.1,Middlesex
MA,42.43,-71.05,Middlesex
MA,42.4,-71.05,Middlesex
MA,42.39,-71.03,Suffolk
MA,42.41,-70.99,Suffolk
MA,42.37,-70.98,Suffolk
MA,42.42,-71.1,Middlesex
MA,42.42,-71.1,Middlesex
MA,42.42,-71.13,Middlesex
MA,42.35,-71.06,Suffolk
MA,42.26,-71,Norfolk
MA,42.26,-71,Norfolk
MA,42.26,-71,Norfolk
MA,42.45,-71.05,Middlesex
MA,42.47,-71.09,Middlesex
MA,42.2,-71,Norfolk
MA,42.2,-71,Norfolk
MA,42.24,-71.08,Norfolk
MA,42.26,-71.08,Norfolk
MA,42.2,-70.94,Norfolk
MA,42.2,-70.94,Norfolk
MA,42.2,-70.94,Norfolk
MA,42.2,-70.94,Norfolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.05,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.34,-71.07,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.37,-71.11,Middlesex
MA,42.36,-71.1,Middlesex
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.26,-71,Norfolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.35,-71.06,Suffolk
MA,42.34,-71.05,Suffolk
MA,42.08,-71.02,Plymouth
MA,42.08,-71.02,Plymouth
MA,42.08,-71.02,Plymouth
MA,42.08,-71.02,Plymouth
MA,42.08,-71.02,Plymouth
MA,42.11,-71.03,Norfolk
MA,41.98,-70.97,Plymouth
MA,41.98,-70.97,Plymouth
MA,42.06,-70.8,Plymouth
MA,41.88,-70.76,Plymouth
MA,42.04,-70.67,Plymouth
MA,42.04,-70.67,Plymouth
MA,42.03,-70.95,Plymouth
MA,42.03,-71.1,Bristol
MA,42.01,-70.96,Plymouth
MA,41.98,-70.86,Plymouth
MA,42.11,-70.81,Plymouth
MA,42.11,-70.81,Plymouth
MA,42.06,-70.85,Plymouth
MA,42.14,-71,Norfolk
MA,41.86,-70.9,Plymouth
MA,41.92,-70.56,Plymouth
MA,41.86,-70.9,Plymouth
MA,41.85,-70.95,Plymouth
MA,41.86,-70.9,Plymouth
MA,41.86,-70.9,Plymouth
MA,42.02,-70.84,Plymouth
MA,42.11,-70.95,Plymouth
MA,41.91,-70.79,Plymouth
MA,42.05,-71.1,Bristol
MA,42.05,-71.1,Bristol
MA,42.09,-70.78,Plymouth
MA,42.06,-70.8,Plymouth
MA,41.95,-70.66,Plymouth
MA,41.95,-70.66,Plymouth
MA,41.95,-70.66,Plymouth
MA,41.99,-70.71,Plymouth
MA,41.83,-70.72,Plymouth
MA,41.95,-70.81,Plymouth
MA,42.17,-71.05,Norfolk
MA,42.13,-70.91,Plymouth
MA,42.03,-71.1,Bristol
MA,42.01,-71,Plymouth
MA,41.93,-70.59,Plymouth
MA,42.08,-70.93,Plymouth
MA,42.44,-71.23,Middlesex
MA,42.44,-71.23,Middlesex
MA,42.32,-71.14,Norfolk
MA,42.32,-71.14,Norfolk
MA,42.33,-71.13,Norfolk
MA,42.38,-71.24,Middlesex
MA,42.38,-71.24,Middlesex
MA,42.38,-71.24,Middlesex
MA,42.38,-71.24,Middlesex
MA,42.39,-71.22,Middlesex
MA,42.33,-71.2,Middlesex
MA,42.29,-71.26,Norfolk
MA,42.33,-71.2,Middlesex
MA,42.31,-71.19,Middlesex
MA,42.35,-71.2,Middlesex
MA,42.31,-71.2,Middlesex
MA,42.33,-71.25,Middlesex
MA,42.31,-71.22,Middlesex
MA,42.35,-71.22,Middlesex
MA,42.34,-71.24,Middlesex
MA,42.31,-71.16,Norfolk
MA,42.32,-71.23,Middlesex
MA,42.36,-71.17,Middlesex
MA,42.36,-71.17,Middlesex
MA,42.41,-71.16,Middlesex
MA,42.41,-71.18,Middlesex
MA,42.41,-71.16,Middlesex
MA,42.36,-71.17,Middlesex
MA,42.39,-71.18,Middlesex
MA,42.39,-71.17,Middlesex
MA,42.31,-71.27,Norfolk
MA,42.3,-71.28,Norfolk
MA,42.28,-71.24,Norfolk
MA,42.36,-71.26,Middlesex
MA,42.28,-71.24,Norfolk
MA,42.33,-71.2,Middlesex
MA,41.75,-70.61,Barnstable
MA,41.66,-70.61,Barnstable
MA,41.34,-70.74,Dukes
MA,41.56,-70.55,Barnstable
MA,41.73,-70.43,Barnstable
MA,41.77,-70.64,Plymouth
MA,41.38,-70.53,Dukes
MA,41.56,-70.62,Barnstable
MA,41.54,-70.6,Barnstable
MA,41.75,-70.61,Barnstable
MA,41.52,-70.66,Barnstable
MA,41.34,-70.73,Dukes
MA,41.71,-70.6,Barnstable
MA,41.27,-70.1,Nantucket
MA,41.64,-70.63,Barnstable
MA,41.45,-70.56,Dukes
MA,41.74,-70.66,Plymouth
MA,41.69,-70.63,Barnstable
MA,41.78,-70.53,Barnstable
MA,41.79,-70.53,Barnstable
MA,41.75,-70.49,Barnstable
MA,41.27,-70,Nantucket
MA,41.63,-70.64,Barnstable
MA,41.45,-70.6,Dukes
MA,41.76,-70.71,Plymouth
MA,41.45,-70.6,Dukes
MA,41.6,-70.64,Barnstable
MA,41.38,-70.67,Dukes
MA,41.78,-70.75,Plymouth
MA,41.27,-70.1,Nantucket
MA,41.65,-70.29,Barnstable
MA,41.7,-70.3,Barnstable
MA,41.76,-70.08,Barnstable
MA,41.66,-70.34,Barnstable
MA,41.67,-69.96,Barnstable
MA,41.66,-70.34,Barnstable
MA,41.62,-70.44,Barnstable
MA,41.64,-70.34,Barnstable
MA,41.7,-70.24,Barnstable
MA,41.73,-70.2,Barnstable
MA,41.66,-70.13,Barnstable
MA,41.74,-70.15,Barnstable
MA,41.83,-69.96,Barnstable
MA,41.74,-69.98,Barnstable
MA,41.68,-70.5,Barnstable
MA,41.69,-70.07,Barnstable
MA,41.66,-70.06,Barnstable
MA,41.64,-70.3,Barnstable
MA,41.67,-70.4,Barnstable
MA,41.65,-70.48,Barnstable
MA,41.7,-69.95,Barnstable
MA,41.84,-69.97,Barnstable
MA,42.04,-70.09,Barnstable
MA,41.79,-70,Barnstable
MA,41.62,-70.38,Barnstable
MA,42.06,-70.2,Barnstable
MA,41.68,-70.02,Barnstable
MA,41.7,-70.15,Barnstable
MA,41.67,-70.04,Barnstable
MA,41.75,-69.99,Barnstable
MA,41.89,-69.98,Barnstable
MA,41.67,-70.2,Barnstable
MA,42,-70.06,Barnstable
MA,41.93,-70.03,Barnstable
MA,41.7,-70.37,Barnstable
MA,41.68,-69.99,Barnstable
MA,41.66,-70.16,Barnstable
MA,41.67,-70.11,Barnstable
MA,41.66,-70.33,Barnstable
MA,41.65,-70.24,Barnstable
MA,41.7,-70.22,Barnstable
MA,41.78,-71.06,Bristol
MA,41.93,-71.29,Bristol
MA,41.97,-71.18,Bristol
MA,41.45,-70.8,Dukes
MA,41.56,-71,Bristol
MA,41.81,-71.11,Bristol
MA,41.75,-70.97,Bristol
MA,41.87,-71.01,Bristol
MA,41.63,-70.9,Bristol
MA,41.71,-71.1,Bristol
MA,41.71,-71.1,Bristol
MA,41.71,-71.1,Bristol
MA,41.71,-71.1,Bristol
MA,41.71,-71.1,Bristol
MA,41.73,-71.15,Bristol
MA,41.73,-71.15,Bristol
MA,41.7,-70.76,Plymouth
MA,41.66,-70.8,Plymouth
MA,41.66,-70.93,Bristol
MA,41.66,-70.93,Bristol
MA,41.66,-70.93,Bristol
MA,41.68,-70.9,Bristol
MA,41.66,-70.93,Bristol
MA,41.66,-70.93,Bristol
MA,41.66,-70.93,Bristol
MA,41.64,-71,Bristol
MA,41.55,-70.98,Bristol
MA,41.97,-71.33,Bristol
MA,41.97,-71.33,Bristol
MA,42,-71.33,Norfolk
MA,41.97,-71.3,Bristol
MA,41.85,-71.15,Bristol
MA,41.96,-71.18,Bristol
MA,41.93,-71.04,Bristol
MA,41.93,-71.04,Bristol
MA,41.83,-71.26,Bristol
MA,41.73,-70.81,Plymouth
MA,41.81,-71.33,Bristol
MA,41.75,-71.18,Bristol
MA,41.85,-71.08,Bristol
MA,41.9,-71.09,Bristol
MA,41.9,-71.09,Bristol
MA,41.66,-71.1,Bristol
MA,41.52,-71.07,Bristol
RI,41.51,-71.16,Newport
RI,41.95,-71.45,Providence
RI,41.42,-71.78,Washington
RI,41.73,-71.31,Bristol
RI,41.16,-71.58,Washington
RI,41.39,-71.75,Washington
RI,41.67,-71.27,Bristol
RI,41.47,-71.64,Washington
RI,41.38,-71.65,Washington
RI,41.91,-71.7,Providence
RI,41.77,-71.66,Providence
RI,41.68,-71.66,Kent
RI,41.63,-71.65,Kent
RI,41.63,-71.5,Kent
RI,41.56,-71.68,Washington
RI,41.73,-71.54,Providence
RI,41.97,-71.55,Providence
RI,41.85,-71.76,Providence
RI,41.97,-71.69,Providence
RI,41.69,-71.74,Kent
RI,41.87,-71.55,Providence
RI,41.88,-71.61,Providence
RI,41.96,-71.67,Providence
RI,41.75,-71.56,Providence
RI,41.51,-71.72,Washington
RI,41.45,-71.78,Washington
RI,41.48,-71.36,Newport
RI,41.48,-71.68,Washington
RI,41.5,-71.16,Newport
RI,41.96,-71.47,Providence
RI,41.97,-71.69,Providence
RI,41.47,-71.3,Newport
RI,41.52,-71.3,Newport
RI,41.51,-71.27,Newport
RI,41.55,-71.46,Washington
RI,41.59,-71.45,Washington
RI,41.83,-71.63,Providence
RI,41.96,-71.64,Providence
RI,41.95,-71.7,Providence
RI,41.87,-71.37,Providence
RI,41.87,-71.37,Providence
RI,41.87,-71.37,Providence
RI,41.88,-71.39,Providence
RI,41.94,-71.41,Providence
RI,41.91,-71.45,Providence
RI,41.6,-71.25,Newport
RI,41.6,-71.31,Newport
RI,41.44,-71.77,Washington
RI,41.51,-71.44,Washington
RI,41.46,-71.67,Washington
RI,41.97,-71.55,Providence
RI,41.52,-71.54,Washington
RI,41.65,-71.2,Newport
